route_id,long_name,stop_sequence,stop_name,stop_name_normalized,latitude,longitude,coordinate_quality
FR-13,Golara Morh Station to Fateh Jang,2,N-5 Metro Station,n 5 metro station,33.6265,72.9155,verified
FR-13,Golara Morh Station to Fateh Jang,3,G-15/H-15,g 15 h 15,33.6335,72.9245,verified
FR-13,Golara Morh Station to Fateh Jang,4,G-16/H-16,g 16 h 16,33.6215,72.9115,verified
FR-13,Golara Morh Station to Fateh Jang,5,G-16/1,g 16 1,33.6265,72.9035,verified
FR-13,Golara Morh Station to Fateh Jang,6,Masjid Abu Al Qasim,masjid abu al qasim,33.605,72.902,verified
FR-13,Golara Morh Station to Fateh Jang,7,Top City,top city,33.556,72.848,verified
FR-13,Golara Morh Station to Fateh Jang,8,Mumtaz City,mumtaz city,33.5855,72.8425,verified
FR-13,Golara Morh Station to Fateh Jang,9,Airport Enclave,airport enclave,33.6042,72.853,verified
FR-13,Golara Morh Station to Fateh Jang,10,Madni Chowk,madni chowk,33.641,73.053,verified
FR-13,Golara Morh Station to Fateh Jang,11,Dhuma,dhuma,33.7715,73.2285,verified
FR-13,Golara Morh Station to Fateh Jang,12,PECHS,pechs,33.6065,72.8435,verified
FR-13,Golara Morh Station to Fateh Jang,13,Mohri Patak,mohri patak,33.621,73.0845,verified
FR-13,Golara Morh Station to Fateh Jang,14,Dhok Miskeen,dhok miskeen,33.7385,73.1845,verified
FR-13,Golara Morh Station to Fateh Jang,15,Mangial Link Road 1,mangial link road 1,33.6012,72.7935,verified
FR-13,Golara Morh Station to Fateh Jang,16,Graceland Housing Society,graceland housing society,33.601,72.795,verified
FR-13,Golara Morh Station to Fateh Jang,17,Mangial Link Road 2,mangial link road 2,33.6045,72.788,verified
FR-13,Golara Morh Station to Fateh Jang,18,Mangial Main Stop,mangial main stop,33.6005,72.782,verified
FR-13,Golara Morh Station to Fateh Jang,19,Doiyan,doiyan,33.7655,73.1945,verified
FR-13,Golara Morh Station to Fateh Jang,20,Qutbal,qutbal,33.5855,72.6935,verified
FR-13,Golara Morh Station to Fateh Jang,21,Bangu Chowk,bangu chowk,33.7052,72.9658,verified
FR-13,Golara Morh Station to Fateh Jang,22,Afridi Bagh,afridi bagh,33.6065,72.7314,verified
FR-13,Golara Morh Station to Fateh Jang,23,Hattar,hattar,33.865,72.855,verified
FR-13,Golara Morh Station to Fateh Jang,24,Prem Nagar Faqeeran,prem nagar faqeeran,33.6495,73.0785,verified
FR-13,Golara Morh Station to Fateh Jang,25,Garhi Hasu Khan,garhi hasu khan,33.7545,73.1215,verified
FR-13,Golara Morh Station to Fateh Jang,26,The Avanue 03,the avanue 03,33.6735,72.9345,verified
FR-13,Golara Morh Station to Fateh Jang,27,Akram City,akram city,33.6185,72.942,verified
FR-13,Golara Morh Station to Fateh Jang,28,Civil CT Road,civil ct road,33.6085,73.0555,verified
FR-13,Golara Morh Station to Fateh Jang,29,Fateh Jang,fateh jang,33.5665,72.642,verified
FR-14,Bara Kahu to Mandi Morh,1,Barakahu,barakahu,33.742,73.193,verified
FR-14,Bara Kahu to Mandi Morh,2,Shahdara,shahdara,33.7715,73.1255,verified
FR-14,Bara Kahu to Mandi Morh,3,Malpur,malpur,33.7277,73.1497,verified
FR-14,Bara Kahu to Mandi Morh,4,Lake View Park,lake view park,33.714,73.121,verified
FR-14,Bara Kahu to Mandi Morh,5,Dhokri Stop,dhokri stop,33.7155,73.099,verified
FR-14,Bara Kahu to Mandi Morh,6,Kashmir Chowk,kashmir chowk,33.708,73.088,verified
FR-14,Bara Kahu to Mandi Morh,7,Rawal Dam Chowk,rawal dam chowk,33.7085,73.0985,verified
FR-14,Bara Kahu to Mandi Morh,8,Garden Avenue,garden avenue,33.6915,73.0665,verified
FR-14,Bara Kahu to Mandi Morh,9,Margalla Town,margalla town,33.6738,73.1165,verified
FR-14,Bara Kahu to Mandi Morh,10,ITP Driving License Centre,itp driving license centre,33.684,73.018,verified
FR-14,Bara Kahu to Mandi Morh,11,Sohan,sohan,33.648,73.109,verified
FR-14,Bara Kahu to Mandi Morh,12,Faizabad Metro Station,faizabad metro station,33.6636,73.0841,verified
FR-14,Bara Kahu to Mandi Morh,13,IJP Metro Station,ijp metro station,33.6548,73.0734,verified
FR-14,Bara Kahu to Mandi Morh,14,Pindora Chungi,pindora chungi,33.6465,73.0594,verified
FR-14,Bara Kahu to Mandi Morh,15,Katarian Chungi,katarian chungi,33.6461,73.0531,verified
FR-14,Bara Kahu to Mandi Morh,16,Katarian Pull,katarian pull,33.6453,73.0538,verified
FR-14,Bara Kahu to Mandi Morh,17,CDA Stop,cda stop,33.6582,73.0645,verified
FR-14,Bara Kahu to Mandi Morh,18,Pully Stop,pully stop,33.6418,73.0375,verified
FR-14,Bara Kahu to Mandi Morh,19,Mandi Morh,mandi morh,33.6517,73.0392,verified
FR-14A,Bara Kahu to Satra Meel,1,Barakahu Terminal,barakahu terminal,33.7445,73.195,verified
FR-14A,Bara Kahu to Satra Meel,2,Mangu Town,mangu town,33.741,73.175,verified
FR-14A,Bara Kahu to Satra Meel,3,Col. Ammanullah Road,col ammanullah road,33.6645,73.0725,verified
FR-14A,Bara Kahu to Satra Meel,4,Athal Chowk,athal chowk,33.746,73.2155,verified
FR-14A,Bara Kahu to Satra Meel,5,Barakahu Bazar,barakahu bazar,33.742,73.193,verified
FR-14A,Bara Kahu to Satra Meel,6,Bhera Pull,bhera pull,33.742,73.2085,verified
FR-14A,Bara Kahu to Satra Meel,7,Nai Abadi,nai abadi,33.6365,73.0895,verified
FR-14A,Bara Kahu to Satra Meel,8,Traders Colony,traders colony,33.6565,73.0785,verified
FR-14A,Bara Kahu to Satra Meel,9,Akbar Niazi Hospital,akbar niazi hospital,33.765,73.2185,verified
FR-14A,Bara Kahu to Satra Meel,10,Phulgran,phulgran,33.7545,73.2285,verified
FR-14A,Bara Kahu to Satra Meel,11,Dhok Badam,dhok badam,33.6555,73.0445,verified
FR-14A,Bara Kahu to Satra Meel,12,Punjab College,punjab college,33.6545,73.1365,verified
FR-14A,Bara Kahu to Satra Meel,13,Al Wadi Colony,al wadi colony,33.7682,73.2214,verified
FR-14A,Bara Kahu to Satra Meel,14,Satra Meel,satra meel,33.7855,73.2535,verified
FR-15,Khanna Pul- T- Chowk,1,Khanna Pul,khanna pul,33.6375,73.1235,verified
FR-15,Khanna Pul- T- Chowk,2,Fazaia,fazaia,33.6288,73.1315,verified
FR-15,Khanna Pul- T- Chowk,3,Gangal,gangal,33.6215,73.1368,verified
FR-15,Khanna Pul- T- Chowk,4,Koral Town,koral town,33.6062,73.1492,verified
FR-15,Khanna Pul- T- Chowk,5,Gulberg,gulberg,33.5936,73.1652,verified
FR-15,Khanna Pul- T- Chowk,6,Pagh Chowk,pagh chowk,33.5855,73.142,verified
FR-15,Khanna Pul- T- Chowk,7,PWD Housing Society,pwd housing society,33.5786,73.1361,verified
FR-15,Khanna Pul- T- Chowk,8,Soan Gardens E Block,soan gardens e block,33.5612,73.1655,verified
FR-15,Khanna Pul- T- Chowk,9,Soan Gardens G Block,soan gardens g block,33.5645,73.163,verified
FR-15,Khanna Pul- T- Chowk,10,Soan Gardens H Block,soan gardens h block,33.567,73.1585,verified
FR-15,Khanna Pul- T- Chowk,11,River Gardens,river gardens,33.5583,73.1622,verified
FR-15,Khanna Pul- T- Chowk,12,Kaak Pul,kaak pul,33.5434,73.1795,verified
FR-15,Khanna Pul- T- Chowk,13,DHA Gate 08,dha gate 08,33.5298,73.1645,verified
FR-15,Khanna Pul- T- Chowk,14,DHA Gate 07,dha gate 07,33.535,73.161,verified
FR-15,Khanna Pul- T- Chowk,15,SUPARCO,suparco,33.7425,73.1345,verified
FR-15,Khanna Pul- T- Chowk,16,T- Chowk,t chowk,33.497,73.238,verified
FRB-01,PIMS- Gulberg,1,PIMS,pims,33.705,73.048,verified
FRB-01,PIMS- Gulberg,2,Children Hospital,children hospital,33.7042,73.0475,verified
FRB-01,PIMS- Gulberg,3,TNT,tnt,33.6955,73.052,verified
FRB-01,PIMS- Gulberg,4,H-8,h 8,33.668,73.058,verified
FRB-01,PIMS- Gulberg,5,Kach Naar Park I-8,kach naar park i 8,33.672,73.078,verified
FRB-01,PIMS- Gulberg,6,Sohan,sohan,33.648,73.109,verified
FRB-01,PIMS- Gulberg,7,Dhok Kala Khan,dhok kala khan,33.6533,73.0906,verified
FRB-01,PIMS- Gulberg,8,Iqbal Town,iqbal town,33.6455,73.1022,verified
FRB-01,PIMS- Gulberg,9,Kuri Road,kuri road,33.6448,73.1145,verified
FRB-01,PIMS- Gulberg,10,Zia Masjid,zia masjid,33.6402,73.1189,verified
FRB-01,PIMS- Gulberg,11,Khanna Pul,khanna pul,33.6375,73.1235,verified
FRB-01,PIMS- Gulberg,12,Fazaia,fazaia,33.6288,73.1315,verified
FRB-01,PIMS- Gulberg,13,Gangal,gangal,33.6215,73.1368,verified
FRB-01,PIMS- Gulberg,14,Koral Town,koral town,33.6062,73.1492,verified
FRB-01,PIMS- Gulberg,15,Gulberg,gulberg,33.5936,73.1652,verified
FRG-1,PIMS - Barakahu,1,PIMS,pims,33.705,73.048,verified
FRG-1,PIMS - Barakahu,2,Children Hospital,children hospital,33.7042,73.0475,verified
FRG-1,PIMS - Barakahu,3,TNT,tnt,33.6955,73.052,verified
FRG-1,PIMS - Barakahu,4,CDA,cda,33.7025,73.061,verified
FRG-1,PIMS - Barakahu,5,Abpara,abpara,33.7118,73.0906,verified
FRG-1,PIMS - Barakahu,6,Foreign Affairs Office,foreign affairs office,33.7295,73.0935,verified
FRG-1,PIMS - Barakahu,7,Lake View Park,lake view park,33.714,73.121,verified
FRG-1,PIMS - Barakahu,8,Malpur,malpur,33.7277,73.1497,verified
FRG-1,PIMS - Barakahu,9,Shahdara,shahdara,33.7715,73.1255,verified
FRG-1,PIMS - Barakahu,10,Barakahu,barakahu,33.742,73.193,verified
ST-01,PIMS Hospital- Daman e Koh,1,PIMS Hospital,pims hospital,33.705,73.048,verified
ST-01,PIMS Hospital- Daman e Koh,2,Faisal Morh F-7/F-8,faisal morh f 7 f 8,33.7145,73.0485,verified
ST-01,PIMS Hospital- Daman e Koh,3,Katchery,katchery,33.704,73.042,verified
ST-01,PIMS Hospital- Daman e Koh,4,F-8 Markaz,f 8 markaz,33.7125,73.039,verified
ST-01,PIMS Hospital- Daman e Koh,5,F-9 Park,f 9 park,33.702,73.0169,verified
ST-01,PIMS Hospital- Daman e Koh,6,Shaheen Chowk,shaheen chowk,33.7126,73.0185,verified
ST-01,PIMS Hospital- Daman e Koh,7,Bahria University,bahria university,33.7144,73.036,verified
ST-01,PIMS Hospital- Daman e Koh,8,Naval Complex,naval complex,33.715,73.041,verified
ST-01,PIMS Hospital- Daman e Koh,9,Faisal Masjid,faisal masjid,33.7299,73.0372,verified
ST-01,PIMS Hospital- Daman e Koh,10,Parveen Shakir Road,parveen shakir road,33.6845,73.0385,verified
ST-01,PIMS Hospital- Daman e Koh,11,Kohsar Road/F-7 Marka,kohsar road f 7 marka,33.7255,73.0615,verified
ST-01,PIMS Hospital- Daman e Koh,12,Murghzar Zoo,murghzar zoo,33.738,73.079,verified
ST-01,PIMS Hospital- Daman e Koh,13,Daman e Koh,daman e koh,33.738,73.056,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,1,PIMS,pims,33.705,73.048,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,2,TNT,tnt,33.6955,73.052,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,3,Zero Point,zero point,33.693,73.065,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,4,CDA,cda,33.7025,73.061,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,5,Abpara,abpara,33.7118,73.0906,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,6,Shakarparian Park,shakarparian park,33.6915,73.0815,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,7,Rawal Town,rawal town,33.6815,73.1165,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,8,School Board Stop,school board stop,33.6555,73.0535,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,9,Rawal Dam Colony,rawal dam colony,33.6965,73.1145,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,10,NARC Colony,narc colony,33.6765,73.1255,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,11,NIH Allergy Center,nih allergy center,33.678,73.1415,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,12,Shahzad Town,shahzad town,33.6735,73.1615,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,13,Park View City,park view city,33.702,73.1915,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,14,Green Avenue,green avenue,33.672,73.151,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,15,Chatta Bakhtawar,chatta bakhtawar,33.671,73.136,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,16,Hostel City,hostel city,33.665,73.164,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,17,COMSATS University,comsats university,33.6515,73.1565,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,18,Tamma Stop,tamma stop,33.6515,73.1612,verified
ST-02,10220 - PIMS-10238 - Capt. Naeem Tufail Shaheed Chowk,19,Capt. Naeem Tufail Shaheed Chow,capt naeem tufail shaheed chow,33.618,73.1415,verified
